ReportDate,Region,Commodity,ProjEstFlag,ratio
January 2015,Southeast Asia,Soybean Meal,Proj.,0.05473554735547355
January 2015,Total Foreign,Soybean Meal,Proj.,0.04939561937653367
January 2015,United States,Soybean Meal,Proj.,0.006921302230197386
January 2015,World,Soybean Meal,Proj.,0.04299996140039372
January 2015,Argentina,Soybean Oil,Proj.,0.030178326474622773
January 2015,Brazil,Soybean Oil,Proj.,0.030513176144244106
January 2015,China,Soybean Oil,Proj.,0.06694560669456066
January 2015,European Union,Soybean Oil,Proj.,0.13937282229965156
January 2015,India,Soybean Oil,Proj.,0.06666666666666667
January 2015,Major Exporters,Soybean Oil,Proj.,0.048359240069084625
January 2015,Major Importers,Soybean Oil,Proj.,0.06523955147808358
January 2015,North Africa,Soybean Oil,Proj.,0.04918032786885246
January 2015,Total Foreign,Soybean Oil,Proj.,0.058434634250373214
January 2015,United States,Soybean Oil,Proj.,0.07011866235167206
January 2015,World,Soybean Oil,Proj.,0.06034175863296548
January 2015,Argentina,"Oilseed, Soybean",Proj.,0.7090539165818922
January 2015,Brazil,"Oilseed, Soybean",Proj.,0.2977521613832853
January 2015,China,"Oilseed, Soybean",Proj.,0.16276102088167052
January 2015,European Union,"Oilseed, Soybean",Proj.,0.02370990237099024
January 2015,Japan,"Oilseed, Soybean",Proj.,0.08794788273615636
January 2015,Major Exporters,"Oilseed, Soybean",Proj.,0.41426732606191985
January 2015,Major Importers,"Oilseed, Soybean",Proj.,0.13169081287412163
January 2015,Mexico,"Oilseed, Soybean",Proj.,0.028301886792452827
January 2015,Paraguay,"Oilseed, Soybean",Proj.,0.05415162454873647
January 2015,Total Foreign,"Oilseed, Soybean",Proj.,0.26278962307743087
January 2015,United States,"Oilseed, Soybean",Proj.,0.11185727172496741
January 2015,World,"Oilseed, Soybean",Proj.,0.22540596911158564
January 2015,Argentina,Wheat,Proj.,0.19835390946502057
January 2015,Australia,Wheat,Proj.,0.2506172839506173
January 2015,Brazil,Wheat,Proj.,0.1406015037593985
January 2015,Canada,Wheat,Proj.,0.18751875187518752
January 2015,China,Wheat,Proj.,0.50216
January 2015,European Union,Wheat,Proj.,0.11093851132686085
January 2015,FSU-12,Wheat,Proj.,0.1847297177740423
January 2015,India,Wheat,Proj.,0.16719663555236436
January 2015,Kazakhstan,Wheat,Proj.,0.15669291338582678
January 2015,Major Exporters,Wheat,Proj.,0.14218833600856073
January 2015,Major Importers,Wheat,Proj.,0.3371826136852675
January 2015,N. Africa,Wheat,Proj.,0.2742924528301887
January 2015,Pakistan,Wheat,Proj.,0.07984496124031008
January 2015,Russia,Wheat,Proj.,0.1710909090909091
January 2015,Sel. Mideast,Wheat,Proj.,0.2661511598902469
January 2015,Southeast Asia,Wheat,Proj.,0.1941860465116279
January 2015,Total Foreign,Wheat,Proj.,0.21755135095339764
January 2015,Ukraine,Wheat,Proj.,0.22695652173913042
January 2015,United States,Wheat,Proj.,0.3258407388046698
January 2015,World,Wheat,Proj.,0.22467273435888027
February 2015,Argentina,Coarse Grain,Proj.,0.11473820297349709
February 2015,Australia,Coarse Grain,Proj.,0.05483028720626633
February 2015,Brazil,Coarse Grain,Proj.,0.22838725985844285
February 2015,Canada,Coarse Grain,Proj.,0.11797528895974492
February 2015,China,Coarse Grain,Proj.,0.3421658986175115
February 2015,European Union,Coarse Grain,Proj.,0.09543449619063986
February 2015,FSU-12,Coarse Grain,Proj.,0.09413716814159291
February 2015,Japan,Coarse Grain,Proj.,0.0528071150639244
February 2015,Major Exporters,Coarse Grain,Proj.,0.17950621867458696
February 2015,Major Importers,Coarse Grain,Proj.,0.11508536244052618
February 2015,Mexico,Coarse Grain,Proj.,0.0819981149858624
February 2015,N. Afr & Mideast,Coarse Grain,Proj.,0.17274897680763984
February 2015,Russia,Coarse Grain,Proj.,0.08043643745242325
February 2015,Saudi Arabia,Coarse Grain,Proj.,0.33445096395641244
February 2015,South Korea,Coarse Grain,Proj.,0.14437984496124032
February 2015,Southeast Asia,Coarse Grain,Proj.,0.10724952484387729
February 2015,Total Foreign,Coarse Grain,Proj.,0.1666714333381
February 2015,Ukraine,Coarse Grain,Proj.,0.09645972293483836
February 2015,United States,Coarse Grain,Proj.,0.1347785624349921
February 2015,World,Coarse Grain,Proj.,0.1584257825481337
February 2015,Argentina,Corn,Proj.,0.09301310043668122
February 2015,Brazil,Corn,Proj.,0.23355263157894737
February 2015,Canada,Corn,Proj.,0.08955223880597014
February 2015,China,Corn,Proj.,0.36658954187875986
February 2015,Egypt,Corn,Proj.,0.11585807385952208
February 2015,European Union,Corn,Proj.,0.09358024691358025
February 2015,FSU-12,Corn,Proj.,0.07551020408163266
February 2015,Japan,Corn,Proj.,0.03571428571428572
February 2015,Major Exporters,Corn,Proj.,0.20742049469964663
February 2015,Major Importers,Corn,Proj.,0.09369406229223137
February 2015,Mexico,Corn,Proj.,0.08046989720998533
February 2015,South Africa,Corn,Proj.,0.2517482517482517
February 2015,South Korea,Corn,Proj.,0.14158415841584157
February 2015,Southeast Asia,Corn,Proj.,0.1075122482308111
February 2015,Total Foreign,Corn,Proj.,0.19250258740036827
February 2015,Ukraine,Corn,Proj.,0.0823943661971831
February 2015,United States,Corn,Proj.,0.13392960184650896
February 2015,World,Corn,Proj.,0.1738875287688315
February 2015,Argentina,Soybean Meal,Proj.,0.1396702230843841
February 2015,Brazil,Soybean Meal,Proj.,0.10041551246537396
February 2015,European Union,Soybean Meal,Proj.,0.01609118337244385
February 2015,India,Soybean Meal,Proj.,0.043674698795180725
February 2015,Major Exporters,Soybean Meal,Proj.,0.11316779533483821
February 2015,Major Importers,Soybean Meal,Proj.,0.02954500689383494
February 2015,Southeast Asia,Soybean Meal,Proj.,0.05420991926182237
February 2015,Total Foreign,Soybean Meal,Proj.,0.047824136384028715
February 2015,United States,Soybean Meal,Proj.,0.006873727087576375
February 2015,World,Soybean Meal,Proj.,0.04172705774658631
February 2015,Argentina,Soybean Oil,Proj.,0.04341926729986431
February 2015,Brazil,Soybean Oil,Proj.,0.030513176144244106
February 2015,China,Soybean Oil,Proj.,0.06694560669456066
February 2015,European Union,Soybean Oil,Proj.,0.13937282229965156
February 2015,India,Soybean Oil,Proj.,0.06666666666666667
February 2015,Major Exporters,Soybean Oil,Proj.,0.053868194842406875
February 2015,Major Importers,Soybean Oil,Proj.,0.06523955147808358
February 2015,North Africa,Soybean Oil,Proj.,0.04918032786885246
February 2015,Total Foreign,Soybean Oil,Proj.,0.060985975350616235
February 2015,United States,Soybean Oil,Proj.,0.07351351351351351
February 2015,World,Soybean Oil,Proj.,0.06303267045454546
February 2015,Argentina,"Oilseed, Soybean",Proj.,0.690533015115354
February 2015,Brazil,"Oilseed, Soybean",Proj.,0.28622478386167144
February 2015,China,"Oilseed, Soybean",Proj.,0.16441363373772386
February 2015,European Union,"Oilseed, Soybean",Proj.,0.02370990237099024
February 2015,Japan,"Oilseed, Soybean",Proj.,0.08794788273615636
February 2015,Major Exporters,"Oilseed, Soybean",Proj.,0.4035229259109856
February 2015,Major Importers,"Oilseed, Soybean",Proj.,0.13302196851755752
February 2015,Mexico,"Oilseed, Soybean",Proj.,0.028301886792452827
February 2015,Paraguay,"Oilseed, Soybean",Proj.,0.05415162454873647
February 2015,Total Foreign,"Oilseed, Soybean",Proj.,0.2582950819672131
February 2015,United States,"Oilseed, Soybean",Proj.,0.10405083399523432
February 2015,World,"Oilseed, Soybean",Proj.,0.22000936629612286
February 2015,Argentina,Wheat,Proj.,0.19367588932806326
February 2015,Australia,Wheat,Proj.,0.26625
February 2015,Brazil,Wheat,Proj.,0.10296296296296295
February 2015,Canada,Wheat,Proj.,0.20103563813585135
February 2015,China,Wheat,Proj.,0.50216
February 2015,European Union,Wheat,Proj.,0.10495176848874599
February 2015,FSU-12,Wheat,Proj.,0.18815453665405263
February 2015,India,Wheat,Proj.,0.16719663555236436
February 2015,Kazakhstan,Wheat,Proj.,0.2015625
February 2015,Major Exporters,Wheat,Proj.,0.1411681038314517
February 2015,Major Importers,Wheat,Proj.,0.33539440294506595
February 2015,N. Africa,Wheat,Proj.,0.27342657342657345
February 2015,Pakistan,Wheat,Proj.,0.0817829457364341
February 2015,Russia,Wheat,Proj.,0.16324324324324324
February 2015,Sel. Mideast,Wheat,Proj.,0.26955655206776286
February 2015,Southeast Asia,Wheat,Proj.,0.19195402298850575
February 2015,Total Foreign,Wheat,Proj.,0.21882525518000123
February 2015,Ukraine,Wheat,Proj.,0.23782608695652172
February 2015,United States,Wheat,Proj.,0.3320402045494622
February 2015,World,Wheat,Proj.,0.22617632264849788
March 2015,Argentina,Coarse Grain,Proj.,0.07670632435817157
March 2015,Australia,Coarse Grain,Proj.,0.0783132530120482
March 2015,Brazil,Coarse Grain,Proj.,0.22553669495756365
March 2015,Canada,Coarse Grain,Proj.,0.11797528895974492
March 2015,China,Coarse Grain,Proj.,0.3399609971171782
March 2015,European Union,Coarse Grain,Proj.,0.0904373610081542
March 2015,FSU-12,Coarse Grain,Proj.,0.09443339960238568
March 2015,Japan,Coarse Grain,Proj.,0.0528071150639244
March 2015,Major Exporters,Coarse Grain,Proj.,0.16069993198540777
March 2015,Major Importers,Coarse Grain,Proj.,0.11285554935861684
March 2015,Mexico,Coarse Grain,Proj.,0.0819981149858624
March 2015,N. Afr & Mideast,Coarse Grain,Proj.,0.1729793709841055
March 2015,Russia,Coarse Grain,Proj.,0.08043643745242325
March 2015,Saudi Arabia,Coarse Grain,Proj.,0.34115674769488685
March 2015,South Korea,Coarse Grain,Proj.,0.14050387596899225
March 2015,Southeast Asia,Coarse Grain,Proj.,0.10724952484387729
March 2015,Total Foreign,Coarse Grain,Proj.,0.16243144250659483
March 2015,Ukraine,Coarse Grain,Proj.,0.09645972293483836
March 2015,United States,Coarse Grain,Proj.,0.1305877539888177
March 2015,World,Coarse Grain,Proj.,0.15421221955494857
March 2015,Argentina,Corn,Proj.,0.047280334728033474
March 2015,Brazil,Corn,Proj.,0.2305194805194805
March 2015,Canada,Corn,Proj.,0.08955223880597014
March 2015,China,Corn,Proj.,0.36658954187875986
March 2015,Egypt,Corn,Proj.,0.11585807385952208
March 2015,European Union,Corn,Proj.,0.09358024691358025
March 2015,FSU-12,Corn,Proj.,0.07573345462815556
March 2015,Japan,Corn,Proj.,0.03571428571428572
March 2015,Major Exporters,Corn,Proj.,0.17915194346289753
March 2015,Major Importers,Corn,Proj.,0.09369406229223137
March 2015,Mexico,Corn,Proj.,0.08046989720998533
March 2015,South Africa,Corn,Proj.,0.1138211382113821
March 2015,South Korea,Corn,Proj.,0.14158415841584157
March 2015,Southeast Asia,Corn,Proj.,0.1075122482308111
March 2015,Total Foreign,Corn,Proj.,0.18797032824048612
March 2015,Ukraine,Corn,Proj.,0.0823943661971831
March 2015,United States,Corn,Proj.,0.12978986402966625
March 2015,World,Corn,Proj.,0.1694592814809395
March 2015,Argentina,Soybean Meal,Proj.,0.1396702230843841
March 2015,Brazil,Soybean Meal,Proj.,0.1049168975069252
March 2015,European Union,Soybean Meal,Proj.,0.01609118337244385
March 2015,India,Soybean Meal,Proj.,0.058922558922558925
March 2015,Major Exporters,Soybean Meal,Proj.,0.11711026615969582
March 2015,Major Importers,Soybean Meal,Proj.,0.030267062314540058
March 2015,Southeast Asia,Soybean Meal,Proj.,0.056329849012775844
March 2015,Total Foreign,Soybean Meal,Proj.,0.048224265368667744
March 2015,United States,Soybean Meal,Proj.,0.006873727087576375
March 2015,World,Soybean Meal,Proj.,0.04200490120998622
March 2015,Argentina,Soybean Oil,Proj.,0.04341926729986431
March 2015,Brazil,Soybean Oil,Proj.,0.030513176144244106
March 2015,China,Soybean Oil,Proj.,0.06694560669456066
March 2015,European Union,Soybean Oil,Proj.,0.13588850174216027
March 2015,India,Soybean Oil,Proj.,0.061764705882352944
March 2015,Major Exporters,Soybean Oil,Proj.,0.05329512893982809
March 2015,Major Importers,Soybean Oil,Proj.,0.06415478615071284
March 2015,North Africa,Soybean Oil,Proj.,0.04736842105263158
March 2015,Total Foreign,Soybean Oil,Proj.,0.06175972927241963
March 2015,United States,Soybean Oil,Proj.,0.07351351351351351
March 2015,World,Soybean Oil,Proj.,0.0638486027591086
March 2015,Argentina,"Oilseed, Soybean",Proj.,0.690533015115354
March 2015,Brazil,"Oilseed, Soybean",Proj.,0.283342939481268
March 2015,China,"Oilseed, Soybean",Proj.,0.16576055523423944
March 2015,European Union,"Oilseed, Soybean",Proj.,0.023693379790940768
March 2015,Japan,"Oilseed, Soybean",Proj.,0.08090614886731393
March 2015,Major Exporters,"Oilseed, Soybean",Proj.,0.3989122406499697
March 2015,Major Importers,"Oilseed, Soybean",Proj.,0.13382352941176473
March 2015,Mexico,"Oilseed, Soybean",Proj.,0.04195804195804195
March 2015,Paraguay,"Oilseed, Soybean",Proj.,0.010588235294117647
March 2015,Total Foreign,"Oilseed, Soybean",Proj.,0.2590104849279161
March 2015,United States,"Oilseed, Soybean",Proj.,0.10405083399523432
March 2015,World,"Oilseed, Soybean",Proj.,0.220560701616082
March 2015,Argentina,Wheat,Proj.,0.19367588932806326
March 2015,Australia,Wheat,Proj.,0.23714285714285713
March 2015,Brazil,Wheat,Proj.,0.10610687022900762
March 2015,Canada,Wheat,Proj.,0.20103563813585135
March 2015,China,Wheat,Proj.,0.50216
March 2015,European Union,Wheat,Proj.,0.10141025641025642
March 2015,FSU-12,Wheat,Proj.,0.19057683839718187
March 2015,India,Wheat,Proj.,0.1697007096575131
March 2015,Kazakhstan,Wheat,Proj.,0.2015625
March 2015,Major Exporters,Wheat,Proj.,0.13576422692273654
March 2015,Major Importers,Wheat,Proj.,0.33717641161516704
March 2015,N. Africa,Wheat,Proj.,0.27172897196261686
March 2015,Pakistan,Wheat,Proj.,0.0817829457364341
March 2015,Russia,Wheat,Proj.,0.16324324324324324
March 2015,Sel. Mideast,Wheat,Proj.,0.2768261964735516
March 2015,Southeast Asia,Wheat,Proj.,0.2068385650224215
March 2015,Total Foreign,Wheat,Proj.,0.21862016716359547
March 2015,Ukraine,Wheat,Proj.,0.23782608695652172
March 2015,United States,Wheat,Proj.,0.3313359182234755
March 2015,World,Wheat,Proj.,0.22592846531824937
April 2015,Argentina,Coarse Grain,Proj.,0.06627620221948212
April 2015,Australia,Coarse Grain,Proj.,0.0783132530120482
April 2015,Brazil,Coarse Grain,Proj.,0.22578632051922115
April 2015,Canada,Coarse Grain,Proj.,0.11797528895974492
April 2015,China,Coarse Grain,Proj.,0.33991911702755073
April 2015,European Union,Coarse Grain,Proj.,0.09141163731692027
April 2015,FSU-12,Coarse Grain,Proj.,0.0915811541432197
April 2015,Japan,Coarse Grain,Proj.,0.0528071150639244
April 2015,Major Exporters,Coarse Grain,Proj.,0.16028929962292146
April 2015,Major Importers,Coarse Grain,Proj.,0.1169937369519833
April 2015,Mexico,Coarse Grain,Proj.,0.07964184731385486
April 2015,N. Afr & Mideast,Coarse Grain,Proj.,0.18259557344064387
April 2015,Russia,Coarse Grain,Proj.,0.0739240506329114
April 2015,Saudi Arabia,Coarse Grain,Proj.,0.34115674769488685
April 2015,South Korea,Coarse Grain,Proj.,0.14050387596899225
April 2015,Southeast Asia,Coarse Grain,Proj.,0.13111651797783186
April 2015,Total Foreign,Coarse Grain,Proj.,0.16417741142662687
April 2015,Ukraine,Coarse Grain,Proj.,0.09645972293483836
April 2015,United States,Coarse Grain,Proj.,0.13428180574555404
April 2015,World,Coarse Grain,Proj.,0.15650774916044907
April 2015,Argentina,Corn,Proj.,0.03360655737704918
April 2015,Brazil,Corn,Proj.,0.23077922077922078
April 2015,Canada,Corn,Proj.,0.08955223880597014
April 2015,China,Corn,Proj.,0.36890328551596485
April 2015,Egypt,Corn,Proj.,0.13946800862688713
April 2015,European Union,Corn,Proj.,0.09358024691358025
April 2015,FSU-12,Corn,Proj.,0.07653644048435
April 2015,Japan,Corn,Proj.,0.03571428571428572
April 2015,Major Exporters,Corn,Proj.,0.17819947043248016
April 2015,Major Importers,Corn,Proj.,0.0990392477514309
April 2015,Mexico,Corn,Proj.,0.0775330396475771
April 2015,South Africa,Corn,Proj.,0.13445378151260506
April 2015,South Korea,Corn,Proj.,0.14158415841584157
April 2015,Southeast Asia,Corn,Proj.,0.13147194361615613
April 2015,Total Foreign,Corn,Proj.,0.19055540649315802
April 2015,Ukraine,Corn,Proj.,0.0823943661971831
April 2015,United States,Corn,Proj.,0.13392960184650893
April 2015,World,Corn,Proj.,0.1725824175824176
April 2015,Argentina,Soybean Meal,Proj.,0.1396702230843841
April 2015,Brazil,Soybean Meal,Proj.,0.1049168975069252
April 2015,European Union,Soybean Meal,Proj.,0.01609118337244385
April 2015,India,Soybean Meal,Proj.,0.06884681583476764
April 2015,Major Exporters,Soybean Meal,Proj.,0.11810423651325815
April 2015,Major Importers,Soybean Meal,Proj.,0.030267062314540058
April 2015,Southeast Asia,Soybean Meal,Proj.,0.056329849012775844
April 2015,Total Foreign,Soybean Meal,Proj.,0.04840310357271743
April 2015,United States,Soybean Meal,Proj.,0.006873727087576375
April 2015,World,Soybean Meal,Proj.,0.04219037400367872
April 2015,Argentina,Soybean Oil,Proj.,0.03638814016172507
April 2015,Brazil,Soybean Oil,Proj.,0.030513176144244106
April 2015,China,Soybean Oil,Proj.,0.06485355648535565
April 2015,European Union,Soybean Oil,Proj.,0.13588850174216027
April 2015,India,Soybean Oil,Proj.,0.05588235294117647
April 2015,Major Exporters,Soybean Oil,Proj.,0.05028571428571429
April 2015,Major Importers,Soybean Oil,Proj.,0.06160896130346232
April 2015,North Africa,Soybean Oil,Proj.,0.04736842105263158
April 2015,Total Foreign,Soybean Oil,Proj.,0.059780312632023665
April 2015,United States,Soybean Oil,Proj.,0.06759656652360514
April 2015,World,Soybean Oil,Proj.,0.06106600776561949
April 2015,Argentina,"Oilseed, Soybean",Proj.,0.7104216388225935
April 2015,Brazil,"Oilseed, Soybean",Proj.,0.283342939481268
April 2015,China,"Oilseed, Soybean",Proj.,0.16576055523423944
April 2015,European Union,"Oilseed, Soybean",Proj.,0.023693379790940768
April 2015,Japan,"Oilseed, Soybean",Proj.,0.08090614886731393
April 2015,Major Exporters,"Oilseed, Soybean",Proj.,0.4053546265852513
April 2015,Major Importers,"Oilseed, Soybean",Proj.,0.13313148788927337
April 2015,Mexico,"Oilseed, Soybean",Proj.,0.04195804195804195
April 2015,Paraguay,"Oilseed, Soybean",Proj.,0.010588235294117647
April 2015,Total Foreign,"Oilseed, Soybean",Proj.,0.26048630226766284
April 2015,United States,"Oilseed, Soybean",Proj.,0.09932859399684045
April 2015,World,"Oilseed, Soybean",Proj.,0.2203277236492471
April 2015,Argentina,Wheat,Proj.,0.2742616033755274
April 2015,Australia,Wheat,Proj.,0.25247933884297524
April 2015,Brazil,Wheat,Proj.,0.08134328358208956
April 2015,Canada,Wheat,Proj.,0.16553355010345847
April 2015,China,Wheat,Proj.,0.50216
April 2015,European Union,Wheat,Proj.,0.09789272030651341
April 2015,FSU-12,Wheat,Proj.,0.186935554581324
April 2015,India,Wheat,Proj.,0.1697007096575131
April 2015,Kazakhstan,Wheat,Proj.,0.2015625
April 2015,Major Exporters,Wheat,Proj.,0.13374249381843872
April 2015,Major Importers,Wheat,Proj.,0.338650262866135
April 2015,N. Africa,Wheat,Proj.,0.26489607390300235
April 2015,Pakistan,Wheat,Proj.,0.1277777777777778
April 2015,Russia,Wheat,Proj.,0.1542857142857143
April 2015,Sel. Mideast,Wheat,Proj.,0.27144654088050313
April 2015,Southeast Asia,Wheat,Proj.,0.19790518191841233
April 2015,Total Foreign,Wheat,Proj.,0.2174278304700912
April 2015,Ukraine,Wheat,Proj.,0.23782608695652172
April 2015,United States,Wheat,Proj.,0.32961783439490444
April 2015,World,Wheat,Proj.,0.22465113629891212
May 2015,Argentina,Coarse Grain,Proj.,0.06579330422125182
May 2015,Australia,Coarse Grain,Proj.,0.06747967479674796
May 2015,Brazil,Coarse Grain,Proj.,0.1483424755544956
May 2015,Canada,Coarse Grain,Proj.,0.11396343835083625
May 2015,China,Coarse Grain,Proj.,0.3797739833374577
May 2015,European Union,Coarse Grain,Proj.,0.0913860701107011
May 2015,FSU-12,Coarse Grain,Proj.,0.07411347517730496
May 2015,Japan,Coarse Grain,Proj.,0.060315670800450964
May 2015,Major Exporters,Coarse Grain,Proj.,0.12302616073532877
May 2015,Major Importers,Coarse Grain,Proj.,0.11833715184806912
May 2015,Mexico,Coarse Grain,Proj.,0.0683085501858736
May 2015,N. Afr & Mideast,Coarse Grain,Proj.,0.20557156580211336
May 2015,Russia,Coarse Grain,Proj.,0.05644948562384595
May 2015,Saudi Arabia,Coarse Grain,Proj.,0.3037037037037037
May 2015,South Korea,Coarse Grain,Proj.,0.12763915547024954
May 2015,Southeast Asia,Coarse Grain,Proj.,0.1230849130096079
May 2015,Total Foreign,Coarse Grain,Proj.,0.16572474801730017
May 2015,Ukraine,Coarse Grain,Proj.,0.08365019011406845
May 2015,United States,Coarse Grain,Proj.,0.12749565972222224
May 2015,World,Coarse Grain,Proj.,0.1559323211617969
May 2015,Argentina,Corn,Proj.,0.04
May 2015,Brazil,Corn,Proj.,0.14901234567901234
May 2015,Canada,Corn,Proj.,0.09025270758122744
May 2015,China,Corn,Proj.,0.4131333787775505
May 2015,Egypt,Corn,Proj.,0.09924190213645762
May 2015,European Union,Corn,Proj.,0.09049382716049383
May 2015,FSU-12,Corn,Proj.,0.08220479923972439
May 2015,Japan,Corn,Proj.,0.03618421052631579
May 2015,Major Exporters,Corn,Proj.,0.1280569514237856
May 2015,Major Importers,Corn,Proj.,0.08964334359077838
May 2015,Mexico,Corn,Proj.,0.05776487663280116
May 2015,South Africa,Corn,Proj.,0.17054263565891473
May 2015,South Korea,Corn,Proj.,0.12941176470588237
May 2015,Southeast Asia,Corn,Proj.,0.12330905306971905
May 2015,Total Foreign,Corn,Proj.,0.19374360051458428
May 2015,Ukraine,Corn,Proj.,0.07575757575757576
May 2015,United States,Corn,Proj.,0.1268883039597162
May 2015,World,Corn,Proj.,0.17271663817151084
May 2015,Argentina,Soybean Meal,Proj.,0.12042042042042042
May 2015,Brazil,Soybean Meal,Proj.,0.11032626976118398
May 2015,European Union,Soybean Meal,Proj.,0.010359339592101004
May 2015,India,Soybean Meal,Proj.,0.03462050599201066
May 2015,Major Exporters,Soybean Meal,Proj.,0.10703147150552876
May 2015,Major Importers,Soybean Meal,Proj.,0.030422535211267608
May 2015,Southeast Asia,Soybean Meal,Proj.,0.054881266490765176
May 2015,Total Foreign,Soybean Meal,Proj.,0.0460442092685841
May 2015,United States,Soybean Meal,Proj.,0.006818181818181819
May 2015,World,Soybean Meal,Proj.,0.04037380448273345
May 2015,Argentina,Soybean Oil,Proj.,0.040942928039702245
May 2015,Brazil,Soybean Oil,Proj.,0.032564450474898234
May 2015,China,Soybean Oil,Proj.,0.05294506949040371
May 2015,European Union,Soybean Oil,Proj.,0.13405797101449277
May 2015,India,Soybean Oil,Proj.,0.0675
May 2015,Major Exporters,Soybean Oil,Proj.,0.05167674546454096
May 2015,Major Importers,Soybean Oil,Proj.,0.05452821242294926
May 2015,North Africa,Soybean Oil,Proj.,0.04040404040404041
May 2015,Total Foreign,Soybean Oil,Proj.,0.05781156231246249
May 2015,United States,Soybean Oil,Proj.,0.06687565308254963
May 2015,World,Soybean Oil,Proj.,0.059258015779754904
May 2015,Argentina,"Oilseed, Soybean",Proj.,0.5855614973262032
May 2015,Brazil,"Oilseed, Soybean",Proj.,0.3388718845649323
May 2015,China,"Oilseed, Soybean",Proj.,0.15508379888268156
May 2015,European Union,"Oilseed, Soybean",Proj.,0.023239917976760085
May 2015,Japan,"Oilseed, Soybean",Proj.,0.0918032786885246
May 2015,Major Exporters,"Oilseed, Soybean",Proj.,0.40011258443832876
May 2015,Major Importers,"Oilseed, Soybean",Proj.,0.12635106828655215
May 2015,Mexico,"Oilseed, Soybean",Proj.,0.04555808656036447
May 2015,Paraguay,"Oilseed, Soybean",Proj.,0.011363636363636364
May 2015,Total Foreign,"Oilseed, Soybean",Proj.,0.25437245966252003
May 2015,United States,"Oilseed, Soybean",Proj.,0.1340886699507389
May 2015,World,"Oilseed, Soybean",Proj.,0.22573077464458313
May 2015,Argentina,Wheat,Proj.,0.1393258426966292
May 2015,Australia,Wheat,Proj.,0.25009678668215257
May 2015,Brazil,Wheat,Proj.,0.12619047619047621
May 2015,Canada,Wheat,Proj.,0.15099337748344369
May 2015,China,Wheat,Proj.,0.5848163265306122
May 2015,European Union,Wheat,Proj.,0.08980769230769231
May 2015,FSU-12,Wheat,Proj.,0.1632398753894081
May 2015,India,Wheat,Proj.,0.12513144058885384
May 2015,Kazakhstan,Wheat,Proj.,0.22499999999999998
May 2015,Major Exporters,Wheat,Proj.,0.11930961043570859
May 2015,Major Importers,Wheat,Proj.,0.39063857515204176
May 2015,N. Africa,Wheat,Proj.,0.25607014388489213
May 2015,Pakistan,Wheat,Proj.,0.10625
May 2015,Russia,Wheat,Proj.,0.10738738738738739
May 2015,Sel. Mideast,Wheat,Proj.,0.4033835580227333
May 2015,Southeast Asia,Wheat,Proj.,0.19330453563714903
May 2015,Total Foreign,Wheat,Proj.,0.22294462572683335
May 2015,Ukraine,Wheat,Proj.,0.21711711711711715
May 2015,United States,Wheat,Proj.,0.3698371893744644
May 2015,World,Wheat,Proj.,0.23275408109531331
June 2015,Argentina,Coarse Grain,Proj.,0.057059679767103355
June 2015,Australia,Coarse Grain,Proj.,0.06747967479674796
June 2015,Brazil,Coarse Grain,Proj.,0.18411638445027426
June 2015,Canada,Coarse Grain,Proj.,0.11396343835083625
June 2015,China,Coarse Grain,Proj.,0.3797739833374577
June 2015,European Union,Coarse Grain,Proj.,0.08936808118081181
June 2015,FSU-12,Coarse Grain,Proj.,0.06966161026837805
June 2015,Japan,Coarse Grain,Proj.,0.06100342075256557
June 2015,Major Exporters,Coarse Grain,Proj.,0.138800518439967
June 2015,Major Importers,Coarse Grain,Proj.,0.11755117827444261
June 2015,Mexico,Coarse Grain,Proj.,0.0683085501858736
June 2015,N. Afr & Mideast,Coarse Grain,Proj.,0.2063822963438101
June 2015,Russia,Coarse Grain,Proj.,0.046926804386636066
June 2015,Saudi Arabia,Coarse Grain,Proj.,0.3037037037037037
June 2015,South Korea,Coarse Grain,Proj.,0.12763915547024954
June 2015,Southeast Asia,Coarse Grain,Proj.,0.1230849130096079
June 2015,Total Foreign,Coarse Grain,Proj.,0.16756968470526798
June 2015,Ukraine,Coarse Grain,Proj.,0.08414239482200646
June 2015,United States,Coarse Grain,Proj.,0.12925889756944445
June 2015,World,Coarse Grain,Proj.,0.15777566500343518
June 2015,Argentina,Corn,Proj.,0.04
June 2015,Brazil,Corn,Proj.,0.1860493827160494
June 2015,Canada,Corn,Proj.,0.09025270758122744
June 2015,China,Corn,Proj.,0.4131333787775505
June 2015,Egypt,Corn,Proj.,0.09924190213645762
June 2015,European Union,Corn,Proj.,0.0880246913580247
June 2015,FSU-12,Corn,Proj.,0.07282784051624798
June 2015,Japan,Corn,Proj.,0.03666666666666667
June 2015,Major Exporters,Corn,Proj.,0.1531825795644891
June 2015,Major Importers,Corn,Proj.,0.08872393071756805
June 2015,Mexico,Corn,Proj.,0.05776487663280116
June 2015,South Africa,Corn,Proj.,0.17054263565891473
June 2015,South Korea,Corn,Proj.,0.12941176470588237
June 2015,Southeast Asia,Corn,Proj.,0.12330905306971905
June 2015,Total Foreign,Corn,Proj.,0.1966614296936371
June 2015,Ukraine,Corn,Proj.,0.07575757575757576
June 2015,United States,Corn,Proj.,0.12869077592126343
June 2015,World,Corn,Proj.,0.17532245895160423
June 2015,Argentina,Soybean Meal,Proj.,0.1217910447761194
June 2015,Brazil,Soybean Meal,Proj.,0.1554746940125703
