ReportDate,Region,Commodity,ProjEstFlag,total_supply
November 2012,Major Exporters,Cotton,Est.,80.92
November 2012,Major Importers,Cotton,Est.,68.91
November 2012,Mexico,Cotton,Est.,1.8399999999999999
November 2012,Pakistan,Cotton,Est.,13.33
November 2012,S. Hemis,Cotton,Est.,28.51
November 2012,Thailand,Cotton,Est.,0.32
November 2012,Total Foreign,Cotton,Est.,154.81
November 2012,Turkey,Cotton,Est.,5.16
November 2012,United States,Cotton,Est.,18.17
November 2012,Vietnam,Cotton,Est.,0.36000000000000004
November 2012,World,Cotton,Est.,172.98000000000002
November 2012,Brazil,Rice,Est.,8.69
November 2012,Burma,Rice,Est.,11.33
November 2012,C. Amer & Carib,Rice,Est.,2.1
November 2012,China,Rice,Est.,183.26999999999998
November 2012,Egypt,Rice,Est.,4.37
November 2012,EU-27,Rice,Est.,3.2699999999999996
November 2012,India,Rice,Est.,127.82
November 2012,Indonesia,Rice,Est.,42.68
November 2012,Japan,Rice,Est.,10.34
November 2012,Major Exporters,Rice,Est.,189.71
November 2012,Major Importers,Rice,Est.,74.27
November 2012,Mexico,Rice,Est.,0.33
November 2012,Nigeria,Rice,Est.,3.1799999999999997
November 2012,Pakistan,Rice,Est.,7.0
November 2012,Philippines,Rice,Est.,13.16
November 2012,Sel. Mideast,Rice,Est.,2.8
November 2012,South Korea,Rice,Est.,5.25
November 2012,Thailand,Rice,Est.,26.080000000000002
November 2012,Total Foreign,Rice,Est.,556.07
November 2012,United States,Rice,Est.,7.38
November 2012,Vietnam,Rice,Est.,28.810000000000002
November 2012,World,Rice,Est.,563.45
November 2012,Argentina,Soybean Meal,Est.,30.700000000000003
November 2012,Brazil,Soybean Meal,Est.,31.330000000000002
November 2012,EU-27,Soybean Meal,Est.,9.82
November 2012,India,Soybean Meal,Est.,8.28
November 2012,Major Exporters,Soybean Meal,Est.,70.30000000000001
November 2012,Major Importers,Soybean Meal,Est.,14.950000000000001
November 2012,Southeast Asia,Soybean Meal,Est.,3.35
November 2012,Total Foreign,Soybean Meal,Est.,150.71
November 2012,United States,Soybean Meal,Est.,37.54
November 2012,World,Soybean Meal,Est.,188.25
November 2012,Argentina,Soybean Oil,Est.,7.14
November 2012,Brazil,Soybean Oil,Est.,7.44
November 2012,China,Soybean Oil,Est.,11.11
November 2012,EU-27,Soybean Oil,Est.,2.42
November 2012,India,Soybean Oil,Est.,2.08
November 2012,Major Exporters,Soybean Oil,Est.,17.0
November 2012,Major Importers,Soybean Oil,Est.,13.879999999999999
November 2012,North Africa,Soybean Oil,Est.,0.6799999999999999
November 2012,Total Foreign,Soybean Oil,Est.,35.919999999999995
November 2012,United States,Soybean Oil,Est.,10.049999999999999
November 2012,World,Soybean Oil,Est.,45.98
November 2012,Argentina,"Oilseed, Soybean",Est.,63.870000000000005
November 2012,Brazil,"Oilseed, Soybean",Est.,89.19
November 2012,China,"Oilseed, Soybean",Est.,29.04
November 2012,EU-27,"Oilseed, Soybean",Est.,1.8900000000000001
November 2012,Japan,"Oilseed, Soybean",Est.,0.39
November 2012,Major Exporters,"Oilseed, Soybean",Est.,157.49
November 2012,Major Importers,"Oilseed, Soybean",Est.,33.12
November 2012,Mexico,"Oilseed, Soybean",Est.,0.26
November 2012,Total Foreign,"Oilseed, Soybean",Est.,219.61
November 2012,United States,"Oilseed, Soybean",Est.,90.03999999999999
November 2012,World,"Oilseed, Soybean",Est.,309.65999999999997
November 2012,Argentina,Wheat,Est.,19.61
November 2012,Australia,Wheat,Est.,37.86
November 2012,Brazil,Wheat,Est.,7.66
November 2012,Canada,Wheat,Est.,32.44
November 2012,China,Wheat,Est.,176.49
November 2012,EU-27,Wheat,Est.,148.98
November 2012,FSU-12,Wheat,Est.,138.57
November 2012,India,Wheat,Est.,102.23
November 2012,Kazakhstan,Wheat,Est.,25.61
November 2012,Major Exporters,Wheat,Est.,238.87
November 2012,Major Importers,Wheat,Est.,277.29
November 2012,N. Africa,Wheat,Est.,29.9
November 2012,Pakistan,Wheat,Est.,28.259999999999998
November 2012,Russia,Wheat,Est.,69.97
November 2012,Sel. Mideast,Wheat,Est.,25.28
November 2012,Southeast Asia,Wheat,Est.,3.89
November 2012,Total Foreign,Wheat,Est.,816.13
November 2012,Ukraine,Wheat,Est.,25.46
November 2012,United States,Wheat,Est.,77.88
November 2012,World,Wheat,Est.,894.01
December 2012,Argentina,Coarse Grain,Est.,35.44
December 2012,Australia,Coarse Grain,Est.,13.870000000000001
December 2012,Brazil,Coarse Grain,Est.,86.52
December 2012,Canada,Coarse Grain,Est.,26.45
December 2012,China,Coarse Grain,Est.,249.79
December 2012,EU-27,Coarse Grain,Est.,163.78
December 2012,FSU-12,Coarse Grain,Est.,83.65
December 2012,Japan,Coarse Grain,Est.,1.3499999999999999
December 2012,Major Exporters,Coarse Grain,Est.,92.25
December 2012,Major Importers,Coarse Grain,Est.,264.8
December 2012,Mexico,Coarse Grain,Est.,28.11
December 2012,N. Afr & Mideast,Coarse Grain,Est.,38.660000000000004
December 2012,Russia,Coarse Grain,Est.,34.68
December 2012,Saudi Arabia,Coarse Grain,Est.,2.1
December 2012,South Korea,Coarse Grain,Est.,1.8499999999999999
December 2012,Southeast Asia,Coarse Grain,Est.,28.47
December 2012,Total Foreign,Coarse Grain,Est.,961.1600000000001
December 2012,Ukraine,Coarse Grain,Est.,35.480000000000004
December 2012,United States,Coarse Grain,Est.,355.99
December 2012,World,Coarse Grain,Est.,1317.1399999999999
December 2012,Argentina,Corn,Est.,25.13
December 2012,Brazil,Corn,Est.,83.28
December 2012,Canada,Corn,Est.,12.639999999999999
December 2012,China,Corn,Est.,242.2
December 2012,Egypt,Corn,Est.,6.78
December 2012,EU-27,Corn,Est.,71.0
December 2012,FSU-12,Corn,Est.,35.59
December 2012,Japan,Corn,Est.,0.62
December 2012,Major Exporters,Corn,Est.,40.97
December 2012,Major Importers,Corn,Est.,129.04
December 2012,Mexico,Corn,Est.,20.09
December 2012,South Africa,Corn,Est.,15.84
December 2012,South Korea,Corn,Est.,1.6600000000000001
December 2012,Southeast Asia,Corn,Est.,28.41
December 2012,Total Foreign,Corn,Est.,666.25
December 2012,Ukraine,Corn,Est.,23.96
December 2012,United States,Corn,Est.,342.56
December 2012,World,Corn,Est.,1008.81
December 2012,Afr. Fr. Zone,Cotton,Est.,3.61
December 2012,Australia,Cotton,Est.,8.08
December 2012,Bangladesh,Cotton,Est.,0.9199999999999999
December 2012,Brazil,Cotton,Est.,16.61
December 2012,Central Asia,Cotton,Est.,9.27
December 2012,China,Cotton,Est.,43.7
December 2012,EU-27,Cotton,Est.,2.17
December 2012,India,Cotton,Est.,38.17
December 2012,Indonesia,Cotton,Est.,0.47
December 2012,Major Exporters,Cotton,Est.,81.56
December 2012,Major Importers,Cotton,Est.,68.5
December 2012,Mexico,Cotton,Est.,1.8399999999999999
December 2012,Pakistan,Cotton,Est.,13.33
December 2012,S. Hemis,Cotton,Est.,28.54
December 2012,Thailand,Cotton,Est.,0.32
December 2012,Total Foreign,Cotton,Est.,155.01999999999998
December 2012,Turkey,Cotton,Est.,4.76
December 2012,United States,Cotton,Est.,18.17
December 2012,Vietnam,Cotton,Est.,0.36000000000000004
December 2012,World,Cotton,Est.,173.2
December 2012,Brazil,Rice,Est.,8.69
December 2012,Burma,Rice,Est.,11.33
December 2012,C. Amer & Carib,Rice,Est.,2.12
December 2012,China,Rice,Est.,183.26999999999998
December 2012,Egypt,Rice,Est.,4.37
December 2012,EU-27,Rice,Est.,3.2699999999999996
December 2012,India,Rice,Est.,127.82
December 2012,Indonesia,Rice,Est.,42.68
December 2012,Japan,Rice,Est.,10.34
December 2012,Major Exporters,Rice,Est.,189.92000000000002
December 2012,Major Importers,Rice,Est.,74.27
December 2012,Mexico,Rice,Est.,0.33
December 2012,Nigeria,Rice,Est.,3.1799999999999997
December 2012,Pakistan,Rice,Est.,7.0
December 2012,Philippines,Rice,Est.,13.16
December 2012,Sel. Mideast,Rice,Est.,2.8
December 2012,South Korea,Rice,Est.,5.25
December 2012,Thailand,Rice,Est.,26.080000000000002
December 2012,Total Foreign,Rice,Est.,556.29
December 2012,United States,Rice,Est.,7.38
December 2012,Vietnam,Rice,Est.,29.02
December 2012,World,Rice,Est.,563.66
December 2012,Argentina,Soybean Meal,Est.,30.700000000000003
December 2012,Brazil,Soybean Meal,Est.,31.52
December 2012,EU-27,Soybean Meal,Est.,10.06
December 2012,India,Soybean Meal,Est.,7.819999999999999
December 2012,Major Exporters,Soybean Meal,Est.,70.04
December 2012,Major Importers,Soybean Meal,Est.,15.18
December 2012,Southeast Asia,Soybean Meal,Est.,3.34
December 2012,Total Foreign,Soybean Meal,Est.,150.72
December 2012,United States,Soybean Meal,Est.,37.54
December 2012,World,Soybean Meal,Est.,188.25
December 2012,Argentina,Soybean Oil,Est.,7.14
December 2012,Brazil,Soybean Oil,Est.,7.49
December 2012,China,Soybean Oil,Est.,11.11
December 2012,EU-27,Soybean Oil,Est.,2.49
December 2012,India,Soybean Oil,Est.,1.95
December 2012,Major Exporters,Soybean Oil,Est.,17.11
December 2012,Major Importers,Soybean Oil,Est.,13.74
December 2012,North Africa,Soybean Oil,Est.,0.6799999999999999
December 2012,Total Foreign,Soybean Oil,Est.,35.88
December 2012,United States,Soybean Oil,Est.,10.049999999999999
December 2012,World,Soybean Oil,Est.,45.93
December 2012,Argentina,"Oilseed, Soybean",Est.,63.870000000000005
December 2012,Brazil,"Oilseed, Soybean",Est.,89.19
December 2012,China,"Oilseed, Soybean",Est.,29.04
December 2012,EU-27,"Oilseed, Soybean",Est.,1.8900000000000001
December 2012,Japan,"Oilseed, Soybean",Est.,0.39
December 2012,Major Exporters,"Oilseed, Soybean",Est.,157.49
December 2012,Major Importers,"Oilseed, Soybean",Est.,33.12
December 2012,Mexico,"Oilseed, Soybean",Est.,0.26
December 2012,Total Foreign,"Oilseed, Soybean",Est.,219.51
December 2012,United States,"Oilseed, Soybean",Est.,90.03999999999999
December 2012,World,"Oilseed, Soybean",Est.,309.56
December 2012,Argentina,Wheat,Est.,19.61
December 2012,Australia,Wheat,Est.,38.050000000000004
December 2012,Brazil,Wheat,Est.,7.66
December 2012,Canada,Wheat,Est.,32.47
December 2012,China,Wheat,Est.,176.49
December 2012,EU-27,Wheat,Est.,148.98
December 2012,FSU-12,Wheat,Est.,138.57
December 2012,India,Wheat,Est.,102.23
December 2012,Kazakhstan,Wheat,Est.,25.61
December 2012,Major Exporters,Wheat,Est.,239.1
December 2012,Major Importers,Wheat,Est.,277.26
December 2012,N. Africa,Wheat,Est.,29.9
December 2012,Pakistan,Wheat,Est.,28.259999999999998
December 2012,Russia,Wheat,Est.,69.97
December 2012,Sel. Mideast,Wheat,Est.,25.26
December 2012,Southeast Asia,Wheat,Est.,3.89
December 2012,Total Foreign,Wheat,Est.,816.3199999999999
December 2012,Ukraine,Wheat,Est.,25.46
December 2012,United States,Wheat,Est.,77.88
December 2012,World,Wheat,Est.,894.1999999999999
January 2013,Argentina,Coarse Grain,Est.,35.79
January 2013,Australia,Coarse Grain,Est.,13.870000000000001
January 2013,Brazil,Coarse Grain,Est.,86.52
January 2013,Canada,Coarse Grain,Est.,26.51
January 2013,China,Coarse Grain,Est.,249.79
January 2013,EU-27,Coarse Grain,Est.,163.74
January 2013,FSU-12,Coarse Grain,Est.,83.93
January 2013,Japan,Coarse Grain,Est.,1.3499999999999999
January 2013,Major Exporters,Coarse Grain,Est.,92.66
January 2013,Major Importers,Coarse Grain,Est.,264.78
January 2013,Mexico,Coarse Grain,Est.,28.11
January 2013,N. Afr & Mideast,Coarse Grain,Est.,38.660000000000004
January 2013,Russia,Coarse Grain,Est.,34.96
January 2013,Saudi Arabia,Coarse Grain,Est.,2.1
January 2013,South Korea,Coarse Grain,Est.,1.8499999999999999
January 2013,Southeast Asia,Coarse Grain,Est.,28.48
January 2013,Total Foreign,Coarse Grain,Est.,963.7099999999999
January 2013,Ukraine,Coarse Grain,Est.,35.480000000000004
January 2013,United States,Coarse Grain,Est.,356.02000000000004
January 2013,World,Coarse Grain,Est.,1319.73
January 2013,Argentina,Corn,Est.,25.13
January 2013,Brazil,Corn,Est.,83.28
January 2013,Canada,Corn,Est.,12.639999999999999
January 2013,China,Corn,Est.,242.2
January 2013,Egypt,Corn,Est.,6.78
January 2013,EU-27,Corn,Est.,71.0
January 2013,FSU-12,Corn,Est.,35.87
January 2013,Japan,Corn,Est.,0.62
January 2013,Major Exporters,Corn,Est.,40.97
January 2013,Major Importers,Corn,Est.,129.05
January 2013,Mexico,Corn,Est.,20.09
January 2013,South Africa,Corn,Est.,15.84
January 2013,South Korea,Corn,Est.,1.6600000000000001
January 2013,Southeast Asia,Corn,Est.,28.43
January 2013,Total Foreign,Corn,Est.,668.4300000000001
January 2013,Ukraine,Corn,Est.,23.96
January 2013,United States,Corn,Est.,342.59
January 2013,World,Corn,Est.,1011.02
January 2013,Afr. Fr. Zone,Cotton,Est.,3.61
January 2013,Australia,Cotton,Est.,8.08
January 2013,Bangladesh,Cotton,Est.,0.9199999999999999
January 2013,Brazil,Cotton,Est.,16.61
January 2013,Central Asia,Cotton,Est.,9.27
January 2013,China,Cotton,Est.,43.7
January 2013,EU-27,Cotton,Est.,2.17
January 2013,India,Cotton,Est.,38.17
January 2013,Indonesia,Cotton,Est.,0.47
January 2013,Major Exporters,Cotton,Est.,81.55
January 2013,Major Importers,Cotton,Est.,68.29
January 2013,Mexico,Cotton,Est.,1.7799999999999998
January 2013,Pakistan,Cotton,Est.,13.18
January 2013,S. Hemis,Cotton,Est.,28.54
January 2013,Thailand,Cotton,Est.,0.32
January 2013,Total Foreign,Cotton,Est.,154.74
January 2013,Turkey,Cotton,Est.,4.76
January 2013,United States,Cotton,Est.,18.17
January 2013,Vietnam,Cotton,Est.,0.36000000000000004
January 2013,World,Cotton,Est.,172.91
January 2013,Brazil,Rice,Est.,8.69
January 2013,Burma,Rice,Est.,11.33
January 2013,C. Amer & Carib,Rice,Est.,2.12
January 2013,China,Rice,Est.,183.26999999999998
January 2013,Egypt,Rice,Est.,4.37
January 2013,EU-27,Rice,Est.,3.2699999999999996
January 2013,India,Rice,Est.,127.82
January 2013,Indonesia,Rice,Est.,42.68
January 2013,Japan,Rice,Est.,10.34
January 2013,Major Exporters,Rice,Est.,189.92000000000002
January 2013,Major Importers,Rice,Est.,74.27
January 2013,Mexico,Rice,Est.,0.33
January 2013,Nigeria,Rice,Est.,3.1799999999999997
January 2013,Pakistan,Rice,Est.,7.0
January 2013,Philippines,Rice,Est.,13.16
January 2013,Sel. Mideast,Rice,Est.,2.8
January 2013,South Korea,Rice,Est.,5.25
January 2013,Thailand,Rice,Est.,26.080000000000002
January 2013,Total Foreign,Rice,Est.,556.29
January 2013,United States,Rice,Est.,7.38
January 2013,Vietnam,Rice,Est.,29.02
January 2013,World,Rice,Est.,563.67
January 2013,Argentina,Soybean Meal,Est.,30.65
January 2013,Brazil,Soybean Meal,Est.,31.52
January 2013,EU-27,Soybean Meal,Est.,10.06
January 2013,India,Soybean Meal,Est.,7.819999999999999
January 2013,Major Exporters,Soybean Meal,Est.,69.99000000000001
January 2013,Major Importers,Soybean Meal,Est.,15.18
January 2013,Southeast Asia,Soybean Meal,Est.,3.34
January 2013,Total Foreign,Soybean Meal,Est.,150.73000000000002
January 2013,United States,Soybean Meal,Est.,37.54
January 2013,World,Soybean Meal,Est.,188.26
January 2013,Argentina,Soybean Oil,Est.,7.14
January 2013,Brazil,Soybean Oil,Est.,7.49
January 2013,China,Soybean Oil,Est.,11.11
January 2013,EU-27,Soybean Oil,Est.,2.49
January 2013,India,Soybean Oil,Est.,1.95
January 2013,Major Exporters,Soybean Oil,Est.,17.11
January 2013,Major Importers,Soybean Oil,Est.,13.74
January 2013,North Africa,Soybean Oil,Est.,0.6799999999999999
January 2013,Total Foreign,Soybean Oil,Est.,35.870000000000005
January 2013,United States,Soybean Oil,Est.,10.049999999999999
January 2013,World,Soybean Oil,Est.,45.92
January 2013,Argentina,"Oilseed, Soybean",Est.,62.97
January 2013,Brazil,"Oilseed, Soybean",Est.,89.19
January 2013,China,"Oilseed, Soybean",Est.,29.04
January 2013,EU-27,"Oilseed, Soybean",Est.,1.8900000000000001
January 2013,Japan,"Oilseed, Soybean",Est.,0.39
January 2013,Major Exporters,"Oilseed, Soybean",Est.,156.59
January 2013,Major Importers,"Oilseed, Soybean",Est.,33.11
January 2013,Mexico,"Oilseed, Soybean",Est.,0.26
January 2013,Total Foreign,"Oilseed, Soybean",Est.,218.6
January 2013,United States,"Oilseed, Soybean",Est.,90.03999999999999
January 2013,World,"Oilseed, Soybean",Est.,308.65
January 2013,Argentina,Wheat,Est.,19.61
January 2013,Australia,Wheat,Est.,38.050000000000004
January 2013,Brazil,Wheat,Est.,7.66
January 2013,Canada,Wheat,Est.,32.47
January 2013,China,Wheat,Est.,176.49
January 2013,EU-27,Wheat,Est.,148.98
January 2013,FSU-12,Wheat,Est.,138.58
January 2013,India,Wheat,Est.,102.23
January 2013,Kazakhstan,Wheat,Est.,25.61
January 2013,Major Exporters,Wheat,Est.,239.1
January 2013,Major Importers,Wheat,Est.,277.26
January 2013,N. Africa,Wheat,Est.,29.9
January 2013,Pakistan,Wheat,Est.,28.259999999999998
January 2013,Russia,Wheat,Est.,69.98
January 2013,Sel. Mideast,Wheat,Est.,25.26
January 2013,Southeast Asia,Wheat,Est.,3.89
January 2013,Total Foreign,Wheat,Est.,816.3299999999999
January 2013,Ukraine,Wheat,Est.,25.46
January 2013,United States,Wheat,Est.,77.88
January 2013,World,Wheat,Est.,894.21
February 2013,Argentina,Coarse Grain,Est.,35.79
February 2013,Australia,Coarse Grain,Est.,13.870000000000001
February 2013,Brazil,Coarse Grain,Est.,86.52
February 2013,Canada,Coarse Grain,Est.,26.540000000000003
February 2013,China,Coarse Grain,Est.,249.79
February 2013,EU-27,Coarse Grain,Est.,163.74
February 2013,FSU-12,Coarse Grain,Est.,84.14
February 2013,Japan,Coarse Grain,Est.,1.3599999999999999
February 2013,Major Exporters,Coarse Grain,Est.,92.69999999999999
February 2013,Major Importers,Coarse Grain,Est.,264.47
February 2013,Mexico,Coarse Grain,Est.,27.85
February 2013,N. Afr & Mideast,Coarse Grain,Est.,38.650000000000006
February 2013,Russia,Coarse Grain,Est.,34.96
February 2013,Saudi Arabia,Coarse Grain,Est.,2.1
February 2013,South Korea,Coarse Grain,Est.,1.8499999999999999
February 2013,Southeast Asia,Coarse Grain,Est.,28.43
February 2013,Total Foreign,Coarse Grain,Est.,963.08
February 2013,Ukraine,Coarse Grain,Est.,35.44
February 2013,United States,Coarse Grain,Est.,356.02000000000004
February 2013,World,Coarse Grain,Est.,1319.1
February 2013,Argentina,Corn,Est.,25.13
February 2013,Brazil,Corn,Est.,83.28
February 2013,Canada,Corn,Est.,12.639999999999999
February 2013,China,Corn,Est.,242.2
February 2013,Egypt,Corn,Est.,6.77
February 2013,EU-27,Corn,Est.,71.0
February 2013,FSU-12,Corn,Est.,36.14
February 2013,Japan,Corn,Est.,0.62
February 2013,Major Exporters,Corn,Est.,40.97
February 2013,Major Importers,Corn,Est.,128.74
February 2013,Mexico,Corn,Est.,19.84
February 2013,South Africa,Corn,Est.,15.84
February 2013,South Korea,Corn,Est.,1.6600000000000001
February 2013,Southeast Asia,Corn,Est.,28.38
February 2013,Total Foreign,Corn,Est.,667.8
February 2013,Ukraine,Corn,Est.,23.96
February 2013,United States,Corn,Est.,342.59
February 2013,World,Corn,Est.,1010.39
February 2013,Afr. Fr. Zone,Cotton,Est.,3.61
February 2013,Australia,Cotton,Est.,8.08
February 2013,Bangladesh,Cotton,Est.,0.9199999999999999
February 2013,Brazil,Cotton,Est.,16.61
February 2013,Central Asia,Cotton,Est.,9.49
February 2013,China,Cotton,Est.,43.7
February 2013,EU-27,Cotton,Est.,2.17
February 2013,India,Cotton,Est.,38.17
February 2013,Indonesia,Cotton,Est.,0.47
February 2013,Major Exporters,Cotton,Est.,81.77000000000001
February 2013,Major Importers,Cotton,Est.,68.29
February 2013,Mexico,Cotton,Est.,1.7799999999999998
February 2013,Pakistan,Cotton,Est.,13.18
February 2013,S. Hemis,Cotton,Est.,28.54
February 2013,Thailand,Cotton,Est.,0.32
February 2013,Total Foreign,Cotton,Est.,154.96
February 2013,Turkey,Cotton,Est.,4.76
February 2013,United States,Cotton,Est.,18.17
February 2013,Vietnam,Cotton,Est.,0.36000000000000004
February 2013,World,Cotton,Est.,173.13
February 2013,Brazil,Rice,Est.,8.69
February 2013,Burma,Rice,Est.,11.33
February 2013,C. Amer & Carib,Rice,Est.,2.11
February 2013,China,Rice,Est.,183.26999999999998
February 2013,Egypt,Rice,Est.,4.37
February 2013,EU-27,Rice,Est.,3.2699999999999996
February 2013,India,Rice,Est.,127.82
February 2013,Indonesia,Rice,Est.,42.68
February 2013,Japan,Rice,Est.,10.36
February 2013,Major Exporters,Rice,Est.,189.92000000000002
February 2013,Major Importers,Rice,Est.,74.27
February 2013,Mexico,Rice,Est.,0.33
February 2013,Nigeria,Rice,Est.,3.1799999999999997
February 2013,Pakistan,Rice,Est.,7.0
February 2013,Philippines,Rice,Est.,13.16
February 2013,Sel. Mideast,Rice,Est.,2.8
February 2013,South Korea,Rice,Est.,5.25
February 2013,Thailand,Rice,Est.,26.080000000000002
February 2013,Total Foreign,Rice,Est.,556.33
February 2013,United States,Rice,Est.,7.38
February 2013,Vietnam,Rice,Est.,29.02
February 2013,World,Rice,Est.,563.71
February 2013,Argentina,Soybean Meal,Est.,30.65
February 2013,Brazil,Soybean Meal,Est.,31.52
February 2013,EU-27,Soybean Meal,Est.,10.06
February 2013,India,Soybean Meal,Est.,7.819999999999999
February 2013,Major Exporters,Soybean Meal,Est.,69.99000000000001
February 2013,Major Importers,Soybean Meal,Est.,15.18
February 2013,Southeast Asia,Soybean Meal,Est.,3.34
February 2013,Total Foreign,Soybean Meal,Est.,150.72
February 2013,United States,Soybean Meal,Est.,37.54
February 2013,World,Soybean Meal,Est.,188.26000000000002
February 2013,Argentina,Soybean Oil,Est.,7.14
February 2013,Brazil,Soybean Oil,Est.,7.49
February 2013,China,Soybean Oil,Est.,11.11
February 2013,EU-27,Soybean Oil,Est.,2.49
February 2013,India,Soybean Oil,Est.,1.95
February 2013,Major Exporters,Soybean Oil,Est.,17.11
February 2013,Major Importers,Soybean Oil,Est.,13.74
February 2013,North Africa,Soybean Oil,Est.,0.6799999999999999
February 2013,Total Foreign,Soybean Oil,Est.,35.870000000000005
February 2013,United States,Soybean Oil,Est.,10.049999999999999
February 2013,World,Soybean Oil,Est.,45.92
February 2013,Argentina,"Oilseed, Soybean",Est.,62.97
February 2013,Brazil,"Oilseed, Soybean",Est.,89.19
February 2013,China,"Oilseed, Soybean",Est.,29.04
February 2013,EU-27,"Oilseed, Soybean",Est.,1.8900000000000001
February 2013,Japan,"Oilseed, Soybean",Est.,0.39
February 2013,Major Exporters,"Oilseed, Soybean",Est.,156.59
February 2013,Major Importers,"Oilseed, Soybean",Est.,33.11
February 2013,Mexico,"Oilseed, Soybean",Est.,0.26
February 2013,Total Foreign,"Oilseed, Soybean",Est.,218.6
February 2013,United States,"Oilseed, Soybean",Est.,90.03999999999999
February 2013,World,"Oilseed, Soybean",Est.,308.65
February 2013,Argentina,Wheat,Est.,19.61
February 2013,Australia,Wheat,Est.,38.050000000000004
February 2013,Brazil,Wheat,Est.,7.66
February 2013,Canada,Wheat,Est.,32.47
February 2013,China,Wheat,Est.,176.49
February 2013,EU-27,Wheat,Est.,148.98
February 2013,FSU-12,Wheat,Est.,138.85
February 2013,India,Wheat,Est.,102.23
February 2013,Kazakhstan,Wheat,Est.,25.61
February 2013,Major Exporters,Wheat,Est.,239.1
February 2013,Major Importers,Wheat,Est.,277.26
February 2013,N. Africa,Wheat,Est.,29.9
February 2013,Pakistan,Wheat,Est.,28.259999999999998
February 2013,Russia,Wheat,Est.,69.98
February 2013,Sel. Mideast,Wheat,Est.,25.26
February 2013,Southeast Asia,Wheat,Est.,3.89
February 2013,Total Foreign,Wheat,Est.,816.69
February 2013,Ukraine,Wheat,Est.,25.66
February 2013,United States,Wheat,Est.,77.88
February 2013,World,Wheat,Est.,894.5799999999999
March 2013,Argentina,Coarse Grain,Est.,35.79
March 2013,Australia,Coarse Grain,Est.,13.870000000000001
March 2013,Brazil,Coarse Grain,Est.,86.52
March 2013,Canada,Coarse Grain,Est.,26.540000000000003
March 2013,China,Coarse Grain,Est.,249.79
March 2013,EU-27,Coarse Grain,Est.,163.74
March 2013,FSU-12,Coarse Grain,Est.,84.03999999999999
March 2013,Japan,Coarse Grain,Est.,1.3599999999999999
March 2013,Major Exporters,Coarse Grain,Est.,92.69999999999999
March 2013,Major Importers,Coarse Grain,Est.,264.46
March 2013,Mexico,Coarse Grain,Est.,27.85
March 2013,N. Afr & Mideast,Coarse Grain,Est.,38.650000000000006
March 2013,Russia,Coarse Grain,Est.,34.96
March 2013,Saudi Arabia,Coarse Grain,Est.,2.1
March 2013,South Korea,Coarse Grain,Est.,1.8499999999999999
March 2013,Southeast Asia,Coarse Grain,Est.,28.43
March 2013,Total Foreign,Coarse Grain,Est.,963.41
March 2013,Ukraine,Coarse Grain,Est.,35.44
March 2013,United States,Coarse Grain,Est.,356.02000000000004
March 2013,World,Coarse Grain,Est.,1319.43
March 2013,Argentina,Corn,Est.,25.13
March 2013,Brazil,Corn,Est.,83.28
March 2013,Canada,Corn,Est.,12.639999999999999
March 2013,China,Corn,Est.,242.2
March 2013,Egypt,Corn,Est.,6.77
March 2013,EU-27,Corn,Est.,71.0
March 2013,FSU-12,Corn,Est.,36.019999999999996
March 2013,Japan,Corn,Est.,0.62
March 2013,Major Exporters,Corn,Est.,40.97
March 2013,Major Importers,Corn,Est.,128.74
March 2013,Mexico,Corn,Est.,19.84
March 2013,South Africa,Corn,Est.,15.84
March 2013,South Korea,Corn,Est.,1.6600000000000001
March 2013,Southeast Asia,Corn,Est.,28.38
March 2013,Total Foreign,Corn,Est.,668.18
March 2013,Ukraine,Corn,Est.,23.96
March 2013,United States,Corn,Est.,342.59
March 2013,World,Corn,Est.,1010.78
March 2013,Afr. Fr. Zone,Cotton,Est.,3.61
March 2013,Australia,Cotton,Est.,8.08
March 2013,Bangladesh,Cotton,Est.,0.9199999999999999
March 2013,Brazil,Cotton,Est.,16.61
March 2013,Central Asia,Cotton,Est.,9.49
March 2013,China,Cotton,Est.,43.7
March 2013,EU-27,Cotton,Est.,2.17
March 2013,India,Cotton,Est.,38.17
March 2013,Indonesia,Cotton,Est.,0.47
March 2013,Major Exporters,Cotton,Est.,81.77000000000001
March 2013,Major Importers,Cotton,Est.,68.29
March 2013,Mexico,Cotton,Est.,1.7799999999999998
March 2013,Pakistan,Cotton,Est.,13.18
March 2013,S. Hemis,Cotton,Est.,28.54
March 2013,Thailand,Cotton,Est.,0.32
March 2013,Total Foreign,Cotton,Est.,154.96
March 2013,Turkey,Cotton,Est.,4.76
March 2013,United States,Cotton,Est.,18.17
March 2013,Vietnam,Cotton,Est.,0.36000000000000004
March 2013,World,Cotton,Est.,173.13
March 2013,Brazil,Rice,Est.,8.69
March 2013,Burma,Rice,Est.,11.33
March 2013,C. Amer & Carib,Rice,Est.,2.11
March 2013,China,Rice,Est.,183.26999999999998
March 2013,Egypt,Rice,Est.,4.37
March 2013,EU-27,Rice,Est.,3.2699999999999996
March 2013,India,Rice,Est.,128.81
March 2013,Indonesia,Rice,Est.,42.68
March 2013,Japan,Rice,Est.,10.36
March 2013,Major Exporters,Rice,Est.,190.91
March 2013,Major Importers,Rice,Est.,74.27
March 2013,Mexico,Rice,Est.,0.33
March 2013,Nigeria,Rice,Est.,3.1799999999999997
March 2013,Pakistan,Rice,Est.,7.0
