ReportDate,Region,Commodity,ProjEstFlag,total_supply
September 2012,Thailand,Cotton,Proj.,0.26
September 2012,Total Foreign,Cotton,Proj.,163.45
September 2012,Turkey,Cotton,Proj.,4.47
September 2012,United States,Cotton,Proj.,20.46
September 2012,Vietnam,Cotton,Proj.,0.45
September 2012,World,Cotton,Proj.,183.91
September 2012,Brazil,Rice,Proj.,8.31
September 2012,Burma,Rice,Proj.,11.33
September 2012,C. Amer & Carib,Rice,Proj.,2.12
September 2012,China,Rice,Proj.,187.77
September 2012,Egypt,Rice,Proj.,5.0
September 2012,EU-27,Rice,Proj.,3.0700000000000003
September 2012,India,Rice,Proj.,124.0
September 2012,Indonesia,Rice,Proj.,41.53
September 2012,Japan,Rice,Proj.,10.15
September 2012,Major Exporters,Rice,Proj.,191.14
September 2012,Major Importers,Rice,Proj.,72.51
September 2012,Mexico,Rice,Proj.,0.33999999999999997
September 2012,Nigeria,Rice,Proj.,3.33
September 2012,Pakistan,Rice,Proj.,7.51
September 2012,Philippines,Rice,Proj.,12.81
September 2012,Sel. Mideast,Rice,Proj.,2.83
September 2012,South Korea,Rice,Proj.,5.18
September 2012,Thailand,Rice,Proj.,30.43
September 2012,Total Foreign,Rice,Proj.,562.36
September 2012,United States,Rice,Proj.,7.56
September 2012,Vietnam,Rice,Proj.,29.21
September 2012,World,Rice,Proj.,569.92
September 2012,Argentina,Soybean Meal,Proj.,32.910000000000004
September 2012,Brazil,Soybean Meal,Proj.,31.4
September 2012,EU-27,Soybean Meal,Proj.,8.930000000000001
September 2012,India,Soybean Meal,Proj.,8.32
September 2012,Major Exporters,Soybean Meal,Proj.,72.62
September 2012,Major Importers,Soybean Meal,Proj.,14.22
September 2012,Southeast Asia,Soybean Meal,Proj.,3.71
September 2012,Total Foreign,Soybean Meal,Proj.,155.64
September 2012,United States,Soybean Meal,Proj.,32.660000000000004
September 2012,World,Soybean Meal,Proj.,188.29
September 2012,Argentina,Soybean Oil,Proj.,7.62
September 2012,Brazil,Soybean Oil,Proj.,7.39
September 2012,China,Soybean Oil,Proj.,11.76
September 2012,EU-27,Soybean Oil,Proj.,2.21
September 2012,India,Soybean Oil,Proj.,2.05
September 2012,Major Exporters,Soybean Oil,Proj.,17.21
September 2012,Major Importers,Soybean Oil,Proj.,14.440000000000001
September 2012,North Africa,Soybean Oil,Proj.,0.63
September 2012,Total Foreign,Soybean Oil,Proj.,36.71
September 2012,United States,Soybean Oil,Proj.,9.01
September 2012,World,Soybean Oil,Proj.,45.730000000000004
September 2012,Argentina,"Oilseed, Soybean",Proj.,73.47
September 2012,Brazil,"Oilseed, Soybean",Proj.,94.99
September 2012,China,"Oilseed, Soybean",Proj.,27.509999999999998
September 2012,EU-27,"Oilseed, Soybean",Proj.,1.4300000000000002
September 2012,Japan,"Oilseed, Soybean",Proj.,0.36
September 2012,Major Exporters,"Oilseed, Soybean",Proj.,176.57999999999998
September 2012,Major Importers,"Oilseed, Soybean",Proj.,31.06
September 2012,Mexico,"Oilseed, Soybean",Proj.,0.27
September 2012,Total Foreign,"Oilseed, Soybean",Proj.,236.54
September 2012,United States,"Oilseed, Soybean",Proj.,75.24
September 2012,World,"Oilseed, Soybean",Proj.,311.78
September 2012,Argentina,Wheat,Proj.,12.06
September 2012,Australia,Wheat,Proj.,33.72
September 2012,Brazil,Wheat,Proj.,6.76
September 2012,Canada,Wheat,Proj.,32.88
September 2012,China,Wheat,Proj.,176.47
September 2012,EU-27,Wheat,Proj.,145.9
September 2012,FSU-12,Wheat,Proj.,105.52
September 2012,India,Wheat,Proj.,113.85000000000001
September 2012,Kazakhstan,Wheat,Proj.,17.13
September 2012,Major Exporters,Wheat,Proj.,224.56
September 2012,Major Importers,Wheat,Proj.,273.32
September 2012,N. Africa,Wheat,Proj.,29.97
September 2012,Pakistan,Wheat,Proj.,26.46
September 2012,Russia,Wheat,Proj.,49.44
September 2012,Sel. Mideast,Wheat,Proj.,23.77
September 2012,Southeast Asia,Wheat,Proj.,4.23
September 2012,Total Foreign,Wheat,Proj.,775.4300000000001
September 2012,Ukraine,Wheat,Proj.,20.68
September 2012,United States,Wheat,Proj.,81.94
September 2012,World,Wheat,Proj.,857.37
October 2012,Argentina,Coarse Grain,Proj.,41.18
October 2012,Australia,Coarse Grain,Proj.,12.78
October 2012,Brazil,Coarse Grain,Proj.,84.58999999999999
October 2012,Canada,Coarse Grain,Proj.,27.05
October 2012,China,Coarse Grain,Proj.,267.65999999999997
October 2012,EU-27,Coarse Grain,Proj.,155.0
October 2012,FSU-12,Coarse Grain,Proj.,74.25
October 2012,Japan,Coarse Grain,Proj.,1.3099999999999998
October 2012,Major Exporters,Coarse Grain,Proj.,97.92
October 2012,Major Importers,Coarse Grain,Proj.,259.49
October 2012,Mexico,Coarse Grain,Proj.,30.27
October 2012,N. Afr & Mideast,Coarse Grain,Proj.,38.04
October 2012,Russia,Coarse Grain,Proj.,29.51
October 2012,Saudi Arabia,Coarse Grain,Proj.,3.85
October 2012,South Korea,Coarse Grain,Proj.,1.73
October 2012,Southeast Asia,Coarse Grain,Proj.,28.799999999999997
October 2012,Total Foreign,Coarse Grain,Proj.,962.85
October 2012,Ukraine,Coarse Grain,Proj.,31.61
October 2012,United States,Coarse Grain,Proj.,312.05
October 2012,World,Coarse Grain,Proj.,1274.9
October 2012,Argentina,Corn,Proj.,29.44
October 2012,Brazil,Corn,Proj.,80.81
October 2012,Canada,Corn,Proj.,12.95
October 2012,China,Corn,Proj.,259.6
October 2012,Egypt,Corn,Proj.,7.97
October 2012,EU-27,Corn,Proj.,61.6
October 2012,FSU-12,Corn,Proj.,34.120000000000005
October 2012,Japan,Corn,Proj.,0.63
October 2012,Major Exporters,Corn,Proj.,45.68
October 2012,Major Importers,Corn,Proj.,123.4
October 2012,Mexico,Corn,Proj.,22.41
October 2012,South Africa,Corn,Proj.,16.240000000000002
October 2012,South Korea,Corn,Proj.,1.54
October 2012,Southeast Asia,Corn,Proj.,28.740000000000002
October 2012,Total Foreign,Corn,Proj.,673.51
October 2012,Ukraine,Corn,Proj.,22.21
October 2012,United States,Corn,Proj.,297.05
October 2012,World,Corn,Proj.,970.56
October 2012,Afr. Fr. Zone,Cotton,Proj.,4.49
October 2012,Australia,Cotton,Proj.,7.77
October 2012,Bangladesh,Cotton,Proj.,0.95
October 2012,Brazil,Cotton,Proj.,14.49
October 2012,Central Asia,Cotton,Proj.,9.73
October 2012,China,Cotton,Proj.,61.68
October 2012,EU-27,Cotton,Proj.,2.13
October 2012,India,Cotton,Proj.,33.22
October 2012,Indonesia,Cotton,Proj.,0.51
October 2012,Major Exporters,Cotton,Proj.,74.67
October 2012,Major Importers,Cotton,Proj.,85.77000000000001
October 2012,Mexico,Cotton,Proj.,1.67
October 2012,Pakistan,Cotton,Proj.,13.06
October 2012,S. Hemis,Cotton,Proj.,25.700000000000003
October 2012,Thailand,Cotton,Proj.,0.26
October 2012,Total Foreign,Cotton,Proj.,165.25
October 2012,Turkey,Cotton,Proj.,4.47
October 2012,United States,Cotton,Proj.,20.64
October 2012,Vietnam,Cotton,Proj.,0.36000000000000004
October 2012,World,Cotton,Proj.,185.88
October 2012,Brazil,Rice,Proj.,8.31
October 2012,Burma,Rice,Proj.,11.18
October 2012,C. Amer & Carib,Rice,Proj.,2.13
October 2012,China,Rice,Proj.,187.95
October 2012,Egypt,Rice,Proj.,5.4
October 2012,EU-27,Rice,Proj.,3.0700000000000003
October 2012,India,Rice,Proj.,124.0
October 2012,Indonesia,Rice,Proj.,41.53
October 2012,Japan,Rice,Proj.,10.29
October 2012,Major Exporters,Rice,Proj.,191.14
October 2012,Major Importers,Rice,Proj.,73.01
October 2012,Mexico,Rice,Proj.,0.33999999999999997
October 2012,Nigeria,Rice,Proj.,3.83
October 2012,Pakistan,Rice,Proj.,7.51
October 2012,Philippines,Rice,Proj.,12.81
October 2012,Sel. Mideast,Rice,Proj.,2.83
October 2012,South Korea,Rice,Proj.,5.18
October 2012,Thailand,Rice,Proj.,30.43
October 2012,Total Foreign,Rice,Proj.,562.91
October 2012,United States,Rice,Proj.,7.64
October 2012,Vietnam,Rice,Proj.,29.21
October 2012,World,Rice,Proj.,570.5500000000001
October 2012,Argentina,Soybean Meal,Proj.,33.36
October 2012,Brazil,Soybean Meal,Proj.,31.1
October 2012,EU-27,Soybean Meal,Proj.,8.930000000000001
October 2012,India,Soybean Meal,Proj.,8.32
October 2012,Major Exporters,Soybean Meal,Proj.,72.77
October 2012,Major Importers,Soybean Meal,Proj.,14.3
October 2012,Southeast Asia,Soybean Meal,Proj.,3.7800000000000002
October 2012,Total Foreign,Soybean Meal,Proj.,156.29
October 2012,United States,Soybean Meal,Proj.,33.56
October 2012,World,Soybean Meal,Proj.,189.86
October 2012,Argentina,Soybean Oil,Proj.,7.65
October 2012,Brazil,Soybean Oil,Proj.,7.39
October 2012,China,Soybean Oil,Proj.,11.91
October 2012,EU-27,Soybean Oil,Proj.,2.18
October 2012,India,Soybean Oil,Proj.,2.15
October 2012,Major Exporters,Soybean Oil,Proj.,17.220000000000002
October 2012,Major Importers,Soybean Oil,Proj.,14.64
October 2012,North Africa,Soybean Oil,Proj.,0.5800000000000001
October 2012,Total Foreign,Soybean Oil,Proj.,37.080000000000005
October 2012,United States,Soybean Oil,Proj.,9.17
October 2012,World,Soybean Oil,Proj.,46.25
October 2012,Argentina,"Oilseed, Soybean",Proj.,73.94
October 2012,Brazil,"Oilseed, Soybean",Proj.,94.48
October 2012,China,"Oilseed, Soybean",Proj.,27.34
October 2012,EU-27,"Oilseed, Soybean",Proj.,1.4300000000000002
October 2012,Japan,"Oilseed, Soybean",Proj.,0.39
October 2012,Major Exporters,"Oilseed, Soybean",Proj.,176.53
October 2012,Major Importers,"Oilseed, Soybean",Proj.,30.92
October 2012,Mexico,"Oilseed, Soybean",Proj.,0.27
October 2012,Total Foreign,"Oilseed, Soybean",Proj.,236.62
October 2012,United States,"Oilseed, Soybean",Proj.,82.45
October 2012,World,"Oilseed, Soybean",Proj.,319.07
October 2012,Argentina,Wheat,Proj.,12.46
October 2012,Australia,Wheat,Proj.,29.259999999999998
October 2012,Brazil,Wheat,Proj.,6.76
October 2012,Canada,Wheat,Proj.,32.58
October 2012,China,Wheat,Proj.,176.47
October 2012,EU-27,Wheat,Proj.,145.22000000000003
October 2012,FSU-12,Wheat,Proj.,104.31
October 2012,India,Wheat,Proj.,113.85000000000001
October 2012,Kazakhstan,Wheat,Proj.,17.13
October 2012,Major Exporters,Wheat,Proj.,219.51
October 2012,Major Importers,Wheat,Proj.,273.08
October 2012,N. Africa,Wheat,Proj.,29.740000000000002
October 2012,Pakistan,Wheat,Proj.,26.46
October 2012,Russia,Wheat,Proj.,48.44
October 2012,Sel. Mideast,Wheat,Proj.,23.83
October 2012,Southeast Asia,Wheat,Proj.,4.17
October 2012,Total Foreign,Wheat,Proj.,769.25
October 2012,Ukraine,Wheat,Proj.,20.66
October 2012,United States,Wheat,Proj.,81.97
October 2012,World,Wheat,Proj.,851.2199999999999
November 2012,Argentina,Coarse Grain,Proj.,41.34
November 2012,Australia,Coarse Grain,Proj.,12.78
November 2012,Brazil,Coarse Grain,Proj.,84.36
November 2012,Canada,Coarse Grain,Proj.,27.05
November 2012,China,Coarse Grain,Proj.,267.46999999999997
November 2012,EU-27,Coarse Grain,Proj.,155.31
November 2012,FSU-12,Coarse Grain,Proj.,74.89
November 2012,Japan,Coarse Grain,Proj.,1.28
November 2012,Major Exporters,Coarse Grain,Proj.,98.28
November 2012,Major Importers,Coarse Grain,Proj.,259.75
November 2012,Mexico,Coarse Grain,Proj.,29.8
November 2012,N. Afr & Mideast,Coarse Grain,Proj.,38.5
November 2012,Russia,Coarse Grain,Proj.,30.18
November 2012,Saudi Arabia,Coarse Grain,Proj.,3.85
November 2012,South Korea,Coarse Grain,Proj.,1.75
November 2012,Southeast Asia,Coarse Grain,Proj.,28.75
November 2012,Total Foreign,Coarse Grain,Proj.,964.05
November 2012,Ukraine,Coarse Grain,Proj.,31.61
November 2012,United States,Coarse Grain,Proj.,312.65
November 2012,World,Coarse Grain,Proj.,1276.69
November 2012,Argentina,Corn,Proj.,29.44
November 2012,Brazil,Corn,Proj.,80.58
November 2012,Canada,Corn,Proj.,12.95
November 2012,China,Corn,Proj.,259.34000000000003
November 2012,Egypt,Corn,Proj.,7.97
November 2012,EU-27,Corn,Proj.,61.449999999999996
November 2012,FSU-12,Corn,Proj.,34.74
November 2012,Japan,Corn,Proj.,0.62
November 2012,Major Exporters,Corn,Proj.,45.88
November 2012,Major Importers,Corn,Proj.,123.0
November 2012,Mexico,Corn,Proj.,22.189999999999998
November 2012,South Africa,Corn,Proj.,16.44
November 2012,South Korea,Corn,Proj.,1.56
November 2012,Southeast Asia,Corn,Proj.,28.7
November 2012,Total Foreign,Corn,Proj.,674.24
November 2012,Ukraine,Corn,Proj.,22.21
November 2012,United States,Corn,Proj.,297.54
November 2012,World,Corn,Proj.,971.7800000000001
November 2012,Afr. Fr. Zone,Cotton,Proj.,4.640000000000001
November 2012,Australia,Cotton,Proj.,7.77
November 2012,Bangladesh,Cotton,Proj.,0.95
November 2012,Brazil,Cotton,Proj.,14.49
November 2012,Central Asia,Cotton,Proj.,9.93
November 2012,China,Cotton,Proj.,61.68
November 2012,EU-27,Cotton,Proj.,2.09
November 2012,India,Cotton,Proj.,33.22
November 2012,Indonesia,Cotton,Proj.,0.51
November 2012,Major Exporters,Cotton,Proj.,75.1
November 2012,Major Importers,Cotton,Proj.,85.74000000000001
November 2012,Mexico,Cotton,Proj.,1.69
November 2012,Pakistan,Cotton,Proj.,13.06
November 2012,S. Hemis,Cotton,Proj.,25.73
November 2012,Thailand,Cotton,Proj.,0.26
November 2012,Total Foreign,Cotton,Proj.,165.67000000000002
November 2012,Turkey,Cotton,Proj.,4.47
November 2012,United States,Cotton,Proj.,20.8
November 2012,Vietnam,Cotton,Proj.,0.36000000000000004
November 2012,World,Cotton,Proj.,186.45999999999998
November 2012,Brazil,Rice,Proj.,8.21
November 2012,Burma,Rice,Proj.,11.18
November 2012,C. Amer & Carib,Rice,Proj.,2.14
November 2012,China,Rice,Proj.,187.95
November 2012,Egypt,Rice,Proj.,5.4
November 2012,EU-27,Rice,Proj.,3.0199999999999996
November 2012,India,Rice,Proj.,124.1
November 2012,Indonesia,Rice,Proj.,41.73
November 2012,Japan,Rice,Proj.,10.29
November 2012,Major Exporters,Rice,Proj.,190.85000000000002
November 2012,Major Importers,Rice,Proj.,73.64
November 2012,Mexico,Rice,Proj.,0.26
November 2012,Nigeria,Rice,Proj.,4.03
November 2012,Pakistan,Rice,Proj.,7.51
November 2012,Philippines,Rice,Proj.,12.81
November 2012,Sel. Mideast,Rice,Proj.,2.91
November 2012,South Korea,Rice,Proj.,4.739999999999999
November 2012,Thailand,Rice,Proj.,30.28
November 2012,Total Foreign,Rice,Proj.,562.49
November 2012,United States,Rice,Proj.,7.63
November 2012,Vietnam,Rice,Proj.,28.96
November 2012,World,Rice,Proj.,570.12
November 2012,Argentina,Soybean Meal,Proj.,34.07
November 2012,Brazil,Soybean Meal,Proj.,31.28
November 2012,EU-27,Soybean Meal,Proj.,9.27
November 2012,India,Soybean Meal,Proj.,8.32
November 2012,Major Exporters,Soybean Meal,Proj.,73.66999999999999
November 2012,Major Importers,Soybean Meal,Proj.,14.629999999999999
November 2012,Southeast Asia,Soybean Meal,Proj.,3.7800000000000002
November 2012,Total Foreign,Soybean Meal,Proj.,158.47
November 2012,United States,Soybean Meal,Proj.,33.970000000000006
November 2012,World,Soybean Meal,Proj.,192.44
November 2012,Argentina,Soybean Oil,Proj.,7.67
November 2012,Brazil,Soybean Oil,Proj.,7.38
November 2012,China,Soybean Oil,Proj.,12.33
November 2012,EU-27,Soybean Oil,Proj.,2.2399999999999998
November 2012,India,Soybean Oil,Proj.,2.15
November 2012,Major Exporters,Soybean Oil,Proj.,17.290000000000003
November 2012,Major Importers,Soybean Oil,Proj.,15.06
November 2012,North Africa,Soybean Oil,Proj.,0.5800000000000001
November 2012,Total Foreign,Soybean Oil,Proj.,37.58
November 2012,United States,Soybean Oil,Proj.,9.24
November 2012,World,Soybean Oil,Proj.,46.81
November 2012,Argentina,"Oilseed, Soybean",Proj.,74.0
November 2012,Brazil,"Oilseed, Soybean",Proj.,94.31
November 2012,China,"Oilseed, Soybean",Proj.,28.52
November 2012,EU-27,"Oilseed, Soybean",Proj.,1.53
November 2012,Japan,"Oilseed, Soybean",Proj.,0.37
November 2012,Major Exporters,"Oilseed, Soybean",Proj.,176.42
November 2012,Major Importers,"Oilseed, Soybean",Proj.,32.2
November 2012,Mexico,"Oilseed, Soybean",Proj.,0.27
November 2012,Total Foreign,"Oilseed, Soybean",Proj.,238.13
November 2012,United States,"Oilseed, Soybean",Proj.,85.47
November 2012,World,"Oilseed, Soybean",Proj.,323.6
November 2012,Argentina,Wheat,Proj.,12.46
November 2012,Australia,Wheat,Proj.,27.56
November 2012,Brazil,Wheat,Proj.,6.76
November 2012,Canada,Wheat,Proj.,32.58
November 2012,China,Wheat,Proj.,175.95
November 2012,EU-27,Wheat,Proj.,144.22
November 2012,FSU-12,Wheat,Proj.,104.71000000000001
November 2012,India,Wheat,Proj.,113.85000000000001
November 2012,Kazakhstan,Wheat,Proj.,17.13
November 2012,Major Exporters,Wheat,Proj.,216.82000000000002
November 2012,Major Importers,Wheat,Proj.,274.01
November 2012,N. Africa,Wheat,Proj.,29.89
November 2012,Pakistan,Wheat,Proj.,27.560000000000002
November 2012,Russia,Wheat,Proj.,48.44
November 2012,Sel. Mideast,Wheat,Proj.,23.87
November 2012,Southeast Asia,Wheat,Proj.,4.14
November 2012,Total Foreign,Wheat,Proj.,767.3499999999999
November 2012,Ukraine,Wheat,Proj.,20.66
November 2012,United States,Wheat,Proj.,81.97
November 2012,World,Wheat,Proj.,849.3199999999999
December 2012,Argentina,Coarse Grain,Proj.,40.34
December 2012,Australia,Coarse Grain,Proj.,12.16
December 2012,Brazil,Coarse Grain,Proj.,84.36
December 2012,Canada,Coarse Grain,Proj.,27.69
December 2012,China,Coarse Grain,Proj.,275.49
December 2012,EU-27,Coarse Grain,Proj.,155.25
December 2012,FSU-12,Coarse Grain,Proj.,74.56
December 2012,Japan,Coarse Grain,Proj.,1.27
December 2012,Major Exporters,Coarse Grain,Proj.,97.43
December 2012,Major Importers,Coarse Grain,Proj.,259.85
December 2012,Mexico,Coarse Grain,Proj.,29.87
December 2012,N. Afr & Mideast,Coarse Grain,Proj.,38.5
December 2012,Russia,Coarse Grain,Proj.,31.18
December 2012,Saudi Arabia,Coarse Grain,Proj.,3.85
December 2012,South Korea,Coarse Grain,Proj.,1.75
December 2012,Southeast Asia,Coarse Grain,Proj.,28.849999999999998
December 2012,Total Foreign,Coarse Grain,Proj.,971.0
December 2012,Ukraine,Coarse Grain,Proj.,30.95
December 2012,United States,Coarse Grain,Proj.,312.65
December 2012,World,Coarse Grain,Proj.,1283.64
December 2012,Argentina,Corn,Proj.,28.44
December 2012,Brazil,Corn,Proj.,80.58
December 2012,Canada,Corn,Proj.,14.41
December 2012,China,Corn,Proj.,267.34000000000003
December 2012,Egypt,Corn,Proj.,7.97
December 2012,EU-27,Corn,Proj.,61.47
December 2012,FSU-12,Corn,Proj.,34.41
December 2012,Japan,Corn,Proj.,0.61
December 2012,Major Exporters,Corn,Proj.,45.0
December 2012,Major Importers,Corn,Proj.,123.10000000000001
December 2012,Mexico,Corn,Proj.,22.189999999999998
December 2012,South Africa,Corn,Proj.,16.56
December 2012,South Korea,Corn,Proj.,1.56
December 2012,Southeast Asia,Corn,Proj.,28.79
December 2012,Total Foreign,Corn,Proj.,682.5899999999999
December 2012,Ukraine,Corn,Proj.,21.55
December 2012,United States,Corn,Proj.,297.54
December 2012,World,Corn,Proj.,980.13
December 2012,Afr. Fr. Zone,Cotton,Proj.,5.15
December 2012,Australia,Cotton,Proj.,7.57
December 2012,Bangladesh,Cotton,Proj.,0.95
December 2012,Brazil,Cotton,Proj.,14.49
December 2012,Central Asia,Cotton,Proj.,9.91
December 2012,China,Cotton,Proj.,61.68
December 2012,EU-27,Cotton,Proj.,2.09
December 2012,India,Cotton,Proj.,33.24
December 2012,Indonesia,Cotton,Proj.,0.51
December 2012,Major Exporters,Cotton,Proj.,75.48
December 2012,Major Importers,Cotton,Proj.,85.25
December 2012,Mexico,Cotton,Proj.,1.69
December 2012,Pakistan,Cotton,Proj.,13.06
December 2012,S. Hemis,Cotton,Proj.,25.53
December 2012,Thailand,Cotton,Proj.,0.26
December 2012,Total Foreign,Cotton,Proj.,165.48000000000002
December 2012,Turkey,Cotton,Proj.,3.99
December 2012,United States,Cotton,Proj.,20.610000000000003
December 2012,Vietnam,Cotton,Proj.,0.36000000000000004
December 2012,World,Cotton,Proj.,186.08
December 2012,Brazil,Rice,Proj.,8.21
December 2012,Burma,Rice,Proj.,11.18
December 2012,C. Amer & Carib,Rice,Proj.,2.1399999999999997
December 2012,China,Rice,Proj.,187.95
December 2012,Egypt,Rice,Proj.,5.4
December 2012,EU-27,Rice,Proj.,3.06
December 2012,India,Rice,Proj.,124.1
December 2012,Indonesia,Rice,Proj.,41.73
December 2012,Japan,Rice,Proj.,10.55
December 2012,Major Exporters,Rice,Proj.,191.36
December 2012,Major Importers,Rice,Proj.,73.54
December 2012,Mexico,Rice,Proj.,0.26
December 2012,Nigeria,Rice,Proj.,4.03
December 2012,Pakistan,Rice,Proj.,7.51
December 2012,Philippines,Rice,Proj.,12.81
December 2012,Sel. Mideast,Rice,Proj.,2.77
December 2012,South Korea,Rice,Proj.,4.6499999999999995
December 2012,Thailand,Rice,Proj.,30.28
December 2012,Total Foreign,Rice,Proj.,563.41
December 2012,United States,Rice,Proj.,7.63
December 2012,Vietnam,Rice,Proj.,29.48
December 2012,World,Rice,Proj.,571.04
December 2012,Argentina,Soybean Meal,Proj.,33.7
December 2012,Brazil,Soybean Meal,Proj.,31.470000000000002
December 2012,EU-27,Soybean Meal,Proj.,9.469999999999999
December 2012,India,Soybean Meal,Proj.,8.03
December 2012,Major Exporters,Soybean Meal,Proj.,73.19999999999999
December 2012,Major Importers,Soybean Meal,Proj.,14.83
December 2012,Southeast Asia,Soybean Meal,Proj.,3.7700000000000005
December 2012,Total Foreign,Soybean Meal,Proj.,158.29000000000002
December 2012,United States,Soybean Meal,Proj.,34.150000000000006
December 2012,World,Soybean Meal,Proj.,192.45
December 2012,Argentina,Soybean Oil,Proj.,7.58
December 2012,Brazil,Soybean Oil,Proj.,7.48
December 2012,China,Soybean Oil,Proj.,12.33
December 2012,EU-27,Soybean Oil,Proj.,2.27
December 2012,India,Soybean Oil,Proj.,2.14
December 2012,Major Exporters,Soybean Oil,Proj.,17.330000000000002
December 2012,Major Importers,Soybean Oil,Proj.,15.01
December 2012,North Africa,Soybean Oil,Proj.,0.56
December 2012,Total Foreign,Soybean Oil,Proj.,37.540000000000006
December 2012,United States,Soybean Oil,Proj.,9.450000000000001
December 2012,World,Soybean Oil,Proj.,47.0
December 2012,Argentina,"Oilseed, Soybean",Proj.,74.0
December 2012,Brazil,"Oilseed, Soybean",Proj.,93.97
December 2012,China,"Oilseed, Soybean",Proj.,28.52
December 2012,EU-27,"Oilseed, Soybean",Proj.,1.51
December 2012,Japan,"Oilseed, Soybean",Proj.,0.37
December 2012,Major Exporters,"Oilseed, Soybean",Proj.,175.73
December 2012,Major Importers,"Oilseed, Soybean",Proj.,32.269999999999996
December 2012,Mexico,"Oilseed, Soybean",Proj.,0.27
December 2012,Total Foreign,"Oilseed, Soybean",Proj.,238.25
December 2012,United States,"Oilseed, Soybean",Proj.,85.47
December 2012,World,"Oilseed, Soybean",Proj.,323.72
December 2012,Argentina,Wheat,Proj.,12.26
December 2012,Australia,Wheat,Proj.,28.98
December 2012,Brazil,Wheat,Proj.,6.529999999999999
December 2012,Canada,Wheat,Proj.,33.08
December 2012,China,Wheat,Proj.,176.55
December 2012,EU-27,Wheat,Proj.,144.0
December 2012,FSU-12,Wheat,Proj.,104.91000000000001
December 2012,India,Wheat,Proj.,113.85000000000001
December 2012,Kazakhstan,Wheat,Proj.,16.88
December 2012,Major Exporters,Wheat,Proj.,218.32
December 2012,Major Importers,Wheat,Proj.,274.35
December 2012,N. Africa,Wheat,Proj.,29.89
December 2012,Pakistan,Wheat,Proj.,27.560000000000002
December 2012,Russia,Wheat,Proj.,48.89
December 2012,Sel. Mideast,Wheat,Proj.,23.83
December 2012,Southeast Asia,Wheat,Proj.,4.14
December 2012,Total Foreign,Wheat,Proj.,768.9200000000001
December 2012,Ukraine,Wheat,Proj.,20.66
December 2012,United States,Wheat,Proj.,81.97
December 2012,World,Wheat,Proj.,850.88
January 2013,Argentina,Coarse Grain,Proj.,40.54
January 2013,Australia,Coarse Grain,Proj.,12.16
January 2013,Brazil,Coarse Grain,Proj.,84.86
January 2013,Canada,Coarse Grain,Proj.,27.69
January 2013,China,Coarse Grain,Proj.,275.49
January 2013,EU-27,Coarse Grain,Proj.,155.15
January 2013,FSU-12,Coarse Grain,Proj.,73.64999999999999
January 2013,Japan,Coarse Grain,Proj.,1.27
January 2013,Major Exporters,Coarse Grain,Proj.,97.63
January 2013,Major Importers,Coarse Grain,Proj.,259.87
January 2013,Mexico,Coarse Grain,Proj.,29.700000000000003
January 2013,N. Afr & Mideast,Coarse Grain,Proj.,38.9
January 2013,Russia,Coarse Grain,Proj.,30.270000000000003
January 2013,Saudi Arabia,Coarse Grain,Proj.,3.85
January 2013,South Korea,Coarse Grain,Proj.,1.75
January 2013,Southeast Asia,Coarse Grain,Proj.,28.75
January 2013,Total Foreign,Coarse Grain,Proj.,972.6600000000001
January 2013,Ukraine,Coarse Grain,Proj.,30.95
January 2013,United States,Coarse Grain,Proj.,313.83
January 2013,World,Coarse Grain,Proj.,1286.49
January 2013,Argentina,Corn,Proj.,28.94
January 2013,Brazil,Corn,Proj.,81.08
January 2013,Canada,Corn,Proj.,14.41
January 2013,China,Corn,Proj.,267.34000000000003
January 2013,Egypt,Corn,Proj.,7.97
January 2013,EU-27,Corn,Proj.,61.370000000000005
January 2013,FSU-12,Corn,Proj.,34.09
January 2013,Japan,Corn,Proj.,0.61
January 2013,Major Exporters,Corn,Proj.,45.5
January 2013,Major Importers,Corn,Proj.,122.71000000000001
January 2013,Mexico,Corn,Proj.,22.02
January 2013,South Africa,Corn,Proj.,16.56
January 2013,South Korea,Corn,Proj.,1.56
January 2013,Southeast Asia,Corn,Proj.,28.7
January 2013,Total Foreign,Corn,Proj.,685.13
January 2013,Ukraine,Corn,Proj.,21.55
January 2013,United States,Corn,Proj.,298.95
January 2013,World,Corn,Proj.,984.0899999999999
January 2013,Afr. Fr. Zone,Cotton,Proj.,5.17
January 2013,Australia,Cotton,Proj.,7.77
January 2013,Bangladesh,Cotton,Proj.,0.95
January 2013,Brazil,Cotton,Proj.,14.49
January 2013,Central Asia,Cotton,Proj.,9.9
January 2013,China,Cotton,Proj.,63.68
January 2013,EU-27,Cotton,Proj.,2.09
January 2013,India,Cotton,Proj.,33.24
January 2013,Indonesia,Cotton,Proj.,0.51
January 2013,Major Exporters,Cotton,Proj.,75.69
January 2013,Major Importers,Cotton,Proj.,86.96000000000001
January 2013,Mexico,Cotton,Proj.,1.65
January 2013,Pakistan,Cotton,Proj.,12.81
January 2013,S. Hemis,Cotton,Proj.,25.740000000000002
January 2013,Thailand,Cotton,Proj.,0.26
January 2013,Total Foreign,Cotton,Proj.,167.32
January 2013,Turkey,Cotton,Proj.,3.99
January 2013,United States,Cotton,Proj.,20.360000000000003
January 2013,Vietnam,Cotton,Proj.,0.36000000000000004
January 2013,World,Cotton,Proj.,187.68
January 2013,Brazil,Rice,Proj.,8.55
